name,author,year,genre,key_words,to_watch,watched
The Golden Child,Michael Ritchie,1986,Akcja i przygoda;Komedie,Eddie Murphy;J.L. Reate;Charles Dance;Charlotte Lewis;Victor Wong;Randall Tex Cobb;James Hong;Shakti Chen;Tau Logo;Tiger Chung Lee;magia;Azja;buddyzm;walka dobra ze złem;humor;akcja;mistycyzm;misja ratunkowa;prorok;komedia akcji;detektyw;zagadka;nadprzyrodzone moce;przeznaczenie;walka;komedia przygodowa;poszukiwanie;zaginione dziecko;tajemnicze miejsca;złoczyńca;niebezpieczeństwo;podróż;rytuały,0,0
The Guns of Navarone,J. Lee Thompson,1961,Akcja i przygoda;Filmy klasyczne,Gregory Peck;David Niven;Anthony Quinn;Stanley Baker;Anthony Quayle;James Darren;Irene Papas;Gia Scala;James Robertson Justice;Richard Harris;II wojna światowa;sabotaż;Grecja;misja specjalna;żołnierze;akcja;dramat wojenny;bohaterstwo;strategia;broń;okręt;forteca;walka;eksplozja;przygoda;sojusznicy;tajna operacja;morze;góry;przetrwanie;dowództwo;odwaga;braterstwo broni,0,0
The Interview,Evan Goldberg;Seth Rogen,2014,Akcja i przygoda;Komedie,James Franco;Seth Rogen;Lizzy Caplan;Randall Park;Diana Bang;Timothy Simons;Reese Alexander;James Yi;Korea Północna;satyra polityczna;misja;dziennikarze;dyktator;humor;akcja;szpiegostwo;plan zabójstwa;media;telewizja;komedia akcji;polityka;konspiracja;relacje międzynarodowe;przygoda;absurd;propaganda;władza;niebezpieczeństwo;wywiad;intryga;humor sytuacyjny;misja tajna,0,0
The Nutty Professor,Tom Shadyac,1996,Komedie;Filmy romantyczne,Eddie Murphy;Jada Pinkett Smith;James Coburn;Larry Miller;Dave Chappelle;John Ales;powiększenie;naukowiec;eksperyment;przemiana;humor;miłość;laboratorium;serum;podwójna osobowość;komedia romantyczna;odwaga;relacje międzyludzkie;uniwersytet;lekcja życia;przemiana fizyczna;zdrowie;akceptacja siebie;humor sytuacyjny;eksperyment naukowy;nadwaga;dieta;tożsamość;romanse;przemiana wewnętrzna;pewność siebie;żart;postęp technologiczny,0,0
The Outlaw Josey Wales,Clint Eastwood,1976,Akcja i przygoda;Westerny,Clint Eastwood;Chief Dan George;Sondra Locke;Bill McKinney;John Vernon;Sam Bottoms;Geraldine Keams;wojna secesyjna;zemsta;przetrwanie;pogranicze;kowboj;strzelanina;akcja;samotny bohater;western;podróż;wolność;prawo;konflikt;obrona;wioska;indiańska kultura;broń;dramat akcji;poszukiwanie sprawiedliwości;lojalność;przygoda;odwaga;przeszłość;walka;zemsta osobista;granica;konie,0,0
The Pelican Brief,Alan J. Pakula,1993,Thrillery,Julia Roberts;Denzel Washington;Sam Shepard;John Heard;Tony Goldwyn;James B. Sikking;William Atherton;Robert Culp;Stanley Tucci;Stanley Anderson;prawo;spisek;morderstwo;sędzia;polityka;thriller prawniczy;poszukiwanie prawdy;dziennikarstwo;tajemnica;intryga;ucieczka;morderstwo na zlecenie;korupcja;władza;prawo konstytucyjne;sąd;dramat;niebezpieczeństwo;śledztwo;relacje zawodowe;prawnicy;dokument;dreszczowiec,0,0
The Princess Switch,Mike Rohl,2018,Filmy dla dzieci i rodziny;Komedie romantyczne,Vanessa Hudgens;Sam Palladio;Nick Sagar;Alexa Adeosun;Mark Fleischmann;Suanne Braun;Mark Sealey;Natasha Rothwell;zamiana miejsc;święta;Boże Narodzenie;księżniczka;romans;komedia romantyczna;zamiana ról;przypadkowe spotkanie;przyjaźń;miłość;królewska rodzina;tradycje świąteczne;królestwo;kuchnia;pieczenie;konkurs;magia;przypadek;szczęście;nowy początek;komedia familijna;przygoda,0,0
The Road to El Dorado,Bibo Bergeron;Don Paul,2000,Filmy animowane;Filmy dla dzieci i rodziny,Kevin Kline;Kenneth Branagh;Rosie Perez;Armand Assante;Edward James Olmos;,0,0
The Siege,Edward Zwick,1998,Thrillery;Dramaty,Denzel Washington;Annette Bening;Bruce Willis;Tony Shalhoub;Sami Bouajila;spisek;terroryzm;atak;Nowy Jork;wojsko;stan wyjątkowy;akcja;agent FBI;CIA;dreszczowiec;dramat;władza;polityka;walka z czasem;miasto;zamach;broń;kontrola;prawa obywatelskie;intryga;śledztwo;przemoc;konflikt;ofiary;operacje specjalne,0,0
The Skeleton Key,Iain Softley,2005,Horror;Thrillery,Kate Hudson;Gena Rowlands;John Hurt;Peter Sarsgaard;Joy Bryant;Louisiana;voodoo;magia;klątwa;thriller;horror psychologiczny;stara rezydencja;sekrety;południe USA;tajemnica;nadprzyrodzone;strach;duchy;drzwi;klucz;rytuały;niebezpieczeństwo;ciemność;zaskakujące zakończenie;atmosfera grozy;stara posiadłość;przeklęte miejsce;przeszłość;manipulacja;zdrada,0,0
The Theory of Everything,James Marsh,2014,Dramaty;Filmy biograficzne,Eddie Redmayne;Felicity Jones;Tom Prior;Sophie Perry;Harry Lloyd;historia prawdziwa;Stephen Hawking;choroba;nauka;fizyka;miłość;małżeństwo;relacje międzyludzkie;sukces;inspiracja;cierpienie;ALS;naukowiec;Cambridge;badania;rodzina;wytrwałość;geniusz;determinacja;przełom;odkrycie;życie prywatne;wsparcie;osiągnięcia;zdrowie,0,0
The Truman Show,Peter Weir,1998,Dramaty;Komedie,Jim Carrey;Laura Linney;Noah Emmerich;Natascha McElhone;Ed Harris;telewizja;reality show;manipulacja;kontrola;życie;pozory;komedia dramatyczna;wolność;ucieczka;prawda;obserwacja;media;sztuczność;scenariusz;reżyser;fikcja;eksperyment społeczny;miłość;przyjaźń;przebudzenie;oszustwo;kłamstwo;wybór;kryzys tożsamości;szczerość,0,0
The Usual Suspects,Bryan Singer,1995,Thrillery;Kryminały,Kevin Spacey;Gabriel Byrne;Benicio del Toro;Stephen Baldwin;Kevin Pollak;Chazz Palminteri;spisek;kryminał;napad;gang;intryga;tożsamość;śledztwo;Keyser Söze;oszustwo;przestępstwo;przesłuchanie;zeznania;manipulacja;przemoc;mafia;gangsterski klimat;tajemnica;zwrot akcji;dreszczowiec kryminalny;łamigłówka;ukryta prawda;policyjne dochodzenie,0,0
The Village,M. Night Shyamalan,2004,Thrillery;Dramaty,Bryce Dallas Howard;Joaquin Phoenix;Adrien Brody;William Hurt;Sigourney Weaver;las;izolacja;tajemnica;thriller psychologiczny;dramat;strach;potwory;miłość;społeczność;sekrety;kontrola;zakazane miejsca;oszustwo;manipulacja;niewidomi;przemoc;tradycje;wieś;natura;granice;strach przed nieznanym,0,0
Nadchodzi deszcz,Bahij Hojeij,2010,Dramaty,Dramat psychologiczny;konflikt rodzinny;Liban;problemy społeczne;relacje międzyludzkie;trauma;miłość;strata;wyobcowanie,0,0
Lodowa droga,Jonathan Hensleigh,2021,Akcja i przygoda,Thriller;akcja;transport;katastrofa;ekstremalne warunki;ratowanie ludzi;przetrwanie;niebezpieczeństwo;napięcie,0,0
Siostry na torze,,2021,Filmy dokumentalne,Sport;sport;młodzież;wytrwałość;pasja;edukacja;rywalizacja;przezwyciężanie trudności,0,0
Siódmy dzień,Justin P. Lange,2021,Filmy grozy,Horror;egzorcyzmy;religia;tajemnica;naprężenie;thriller psychologiczny;nadprzyrodzone;ofiara;demon,0,0
Dobry na papierze,Kimmy Gatewood,2021,Komedie,Komedia romantyczna;związki;humor;miłość;osamotnienie;randki;przyjaźń;percepcja;zawód miłosny,0,0
Zabójstwo przy wybrzeżu,Tània Balló,2021,Filmy dokumentalne,Kryminal;prawdziwe zbrodnie;śledztwo;morderstwo;mroczna tajemnica;społeczność;ofiary,0,0
Dom kwiatów: Film,Manolo Caro,2021,Komedie,Musical;komedia;rodzina;tajemnice;skandale;humor;relacje;miłość;muzyka;satyra;Melodramat;sekrety,0,0
Broken,Anurin Nwunembom,2019,Dramaty,Dramat;romans;rodzina;społeczność;miłość;przyjaźń;wybory życiowe;relacje,0,0
Sprzedawca marzeń,Jayme Monjardim,2016,Dramaty,Dramat;życiowa inspiracja;filozofia;nadzieja;przemiana;relacje;mentor;emocje;rodzina,0,0
Osuofia w Londynie,Kingsley Ogoro,2003,Komedie,Komedia;kultura;adaptacja;rywalizacja;przygoda;rodzina;humor;migracja;tradycja;kontrast kulturowy,0,0
Osuofia w Londynie II,Kingsley Ogoro,2004,Komedie,Komedia;kultura;adaptacja;rywalizacja;przygoda;rodzina;humor;migracja;tradycja;kontrast kulturowy,0,0
#Selfie,Cristina Jacob,2014,Komedie,Komedia;dramat;przyjaźń;miłość;technologia;media społecznościowe;związki;rywalizacja;romans,0,0
#Selfie 69,Cristina Jacob,2016,Komedie,Komedia;dramat;przyjaźń;miłość;media społecznościowe;romans;związki;relacje;percepcja;społeczeństwo,0,0
Miłość to historia,Cristina Jacob,2015,Filmy romantyczne,Romans;miłość;muzyka;relacje;emocje;związki;pasja;uczucia,0,0
Mobil Suit Gundam II: Żołnierze smutku,Yoshiyuki Tomino,1981,Akcja i przygoda,Anime;mecha;wojna;przestrzeń kosmiczna;bitwa;akcja;przyjaźń;lojalność;dramat;heroizm,0,0
Mobil Suit Gundam III: Spotkania w kosmosie,Yoshiyuki Tomino,1982,Akcja i przygoda,Anime;mecha;wojna;przestrzeń kosmiczna;akcja;bitwa;dramat;strategia;przyjaźń;lojalność,0,0
Mobil Suit Gundam: Kontratak Char'a,Yoshiyuki Tomino,1988,Akcja i przygoda,Anime;mecha;wojna;przestrzeń kosmiczna;akcja;dramat;bitwa;strategia;rywalizacja;przywództwo,0,0
Rodzina,Michihito Fujii,2021,Dramaty,Dramat;rodzina;relacje;emocje;miłość;życie codzienne;konflikt;tradycja;przyjaźń,0,0
Ojcostwo,Paul Weitz,2021,Dramaty,Dramat;rodzina;wychowanie;miłość;opiekun;odpowiedzialność;relacje;humor;życie codzienne,0,0
Jagame Thandhiram,Karthik Subbaraj,2021,Akcja i przygoda,Akcja;przestępczość;gangi;dramat;przyjaźń;lojalność;emocje;walka;ulica;społeczność,0,0
Kambili: Całe 30 jardów,Kayode Kasum,2020,Komedie,Komedia;romans;miłość;związki;przyjaźń;humor;relacje;społeczeństwo,0,0
Mobil Suit Gundam I,Yoshiyuki Tomino,1981,Akcja i przygoda,Anime;mecha;wojna;akcja;przestrzeń kosmiczna;bitwa;strategia;przyjaźń;heroizm;lojalność,0,0
Rurouni Kenshin: Finał,Keishi Otomo,2021,Akcja i przygoda,Akcja;samuraj;walka;dramat;przygoda;honor;zemsta;przyjaźń;umiejętności walki,0,0
Ali & Ratu Ratu Queens,Lucky Kuswandi,2021,Komedie,Komedia;dramat;rodzina;przyjaźń;miłość;humor;relacje;społeczeństwo;przygoda,0,0
Aziza,Soudade Kaadan,2019,Komedie,dramat;komedia;społeczeństwo;relacje;rodzina;miłość;problemy;emocje;przyjaźń,0,0
Oblegany chleb,Soudade Kaadan,2015,Dramaty,Dramat;społeczeństwo;przemoc;przetrwanie;relacje;życie codzienne;bieda;konflikt,0,0
Fan Girl,Antoinette Jadaone,2020,Dramaty,Dramat;miłość;obsesja;pasja;mąż;fan;relacje;emocje,0,0
Czerwony śnieg,Marie Clements,2019,Dramaty,Asivak Koostachin;Shafin Karim;Mozhdah Jamalzadah;Kane Mahon;Ishaan Vasdev;Samuel Marty;Miika Bryce Whiskeyjack;Tantoo Cardinal;Indygeni;Kanada;tożsamość;przemoc;rodzina;społeczność;walka;historia;tradycja,0,0
Poradnik pozytywnego myślenia,David O. Russell,2012,Komedie;Dramaty;Filmy niezależne,Bradley Cooper;Jennifer Lawrence;Robert De Niro;Jacki Weaver;Chris Tucker;Anupam Kher;John Ortiz;Shea Whigham;Julia Stiles;Paul Herman;miłość;depresja;terapia;rodzina;przyjaźń;przemoc;uzależnienie;nadzieja;humor;romans;psychologia,0,0
Mężczyzna na weekend,Achille Brice,2018,Komedie;Dramaty;Filmy międzynarodowe,Syndy Emade;Alexx Ekubo;Solange Ojong;Nchifor Valery;Miss Li;Becky Takang;Anurin Nwunembom;Nkwah Kingsley;Roger Brice Sobgo;Jeanne Mbenti;romans;przyjaźń;kultura;humor;dramat;związki;życie codzienne,0,0
Przekraczając granice,Max Jabs,2019,Dokumentalne;Filmy międzynarodowe;Filmy sportowe,Max Jabs;Nono Konopka;rower;ekstremalne;podróże;wytrzymałość;granice;pasja;sport;przygoda,0,0
Lowriders,Ricardo de Montreuil,2016,Dramaty;Filmy niezależne,Demián Bichir;Gabriel Chavarria;Theo Rossi;Melissa Benoist;Tony Revolori;Eva Longoria;Yvette Monreal;Cress Williams;kultura uliczna;motoryzacja;przemoc;rodzina;przyjaźń;życie miejskie;graffiti;muzyka;dramat społeczny,0,0
Security,Peter Chelsom,2021,Dramaty;Filmy międzynarodowe;Thrillery,Marco D'Amore;Maya Sansa;Silvio Muccino;Valeria Bilello;Ludovica Martino;Giulio Pranno;Tommaso Ragno;Beatrice Grannò;Antonio Zavatteri;Anna Della Rosa;Fabrizio Bentivoglio;ochrona;zagrożenie;przemoc;tajemnica;akcja;dramat;bezpieczeństwo;thriller,0,0
Srebrne łyżwy,Michael Lockshin,2020,Przygodowe i akcji;Dramaty;Filmy międzynarodowe,Fedor Fedotov;Sonya Priss;Yury Borisov;Kirill Zaitsev;Aleksey Guskov;Severija Janusauskaite;Cathy Belton;łyżwiarstwo;romans;przygoda;historie rodzinne;rywalizacja;miłość;przyjaźń;dramat,0,0
FTA,Francine Parker,1972,Dokumentalne,Jane Fonda;Donald Sutherland;Pamela Donegan;Len Chandler;Michael Alaimo;Holly Near;Paul Mooney;Rita Martinson;protesty;wojna;amerykańska historia;społeczeństwo;polityka;dokument,0,0
Headspace: Odpręż umysł,,2021,Dokumentalne,Andy Puddicombe;Evelyn Lewis Prieto;Ginger Daniels;Darren Pettie;Simon Prebble;Rhiannon Mcgavin;Kate Seftel;medytacja;mindfulness;psychologia;relaksacja;zdrowie psychiczne;spokój;samorozwój,0,0
Życie przestępcy,Daniel Schechter,2013,Komedie;Filmy niezależne,Jennifer Aniston;Mos Def;Isla Fisher;Will Forte;Mark Boone Junior;Tim Robbins;John Hawkes;Clea Lewis;Charlie Tahan;Kevin Corrigan;przestępczość;humor;oszustwa;dramat;rodzina;życie miejskie,0,0
Rogue Warfare: Śmierć narodu,Mike Gunther,2020,Przygodowe i akcji,Will Yun Lee;Jermaine Love;Rory Markham;Bertrand-Xavier Corbi;Katie Keene;Fernando Chien;Gina DeCesare;Michael Blalock;Stephen Lang;Chris Mulkey;wojna;akcja;militaria;przygoda;terror;strzelanina;konflikt,0,0
Sir! No Sir!,David Zeiger,2005,Dokumentalne,Troy Garity;wojna;Wietnam;protesty;historia;społeczeństwo;dokument,0,0
Naucz się nauki: Kobieta nauki,Ian Cheney;Sharon Shattuck,2020,Dokumentalne;nauka;kobiety w nauce;społeczeństwo;edukacja;społeczność;badania;eksperymenty,,0,0
Diabeł pod ziemią,Bradley Parker,2021,Horrory,Alicia Sanz;Will Patton;Jonathan Sadowski;Adan Canto;Zach Avery;Chinaza Uche;Jesse LaTourette;demon;horror;tajemnica;groza;prześladowanie;strach;nadprzyrodzone;przygoda,0,0
Bling Empire - Afterparty,,2021,Filmy,David Spade;London Hughes;Fortune Feimster;reality show;afterparty;celebryci;rozrywka;kultura popularna,0,0
Cobra Kai - Afterparty,,2021,Filmy,David Spade;London Hughes;Fortune Feimster;martial arts;rozrywka;humor;afterparty;seria telewizyjna,0,0
Do wszystkich chłopców: Zawsze i na zawsze - Afterparty,,2021,Filmy,aktorzy serii To All the Boys;miłość;romans;komedia;afterparty;fani;związki;porady miłosne,0,0
Sarbath,Prabhakaran,2021,Komedie;Dramaty;Filmy międzynarodowe,Kathir;Soori;Rahasya Gorak;Ashvatt;romans;komedia;przyjaźń;życie codzienne;kultura;społeczność;humor,0,0
Skater Girl,Manjari Makijany,2021,Dla dzieci i rodziny;Dramaty;Filmy międzynarodowe,Rachel Saanchita Gupta;Amy Maghera;Shafin Patel;Ambrish Saxena;Swati Das;Jonathan Readwin;Ankit Yadav;Anurag Arora;Vinayak Gupta;Vivek Yadav;Waheeda Rehman;rolki;sport;przyjaźń;wytrwałość;kobiety;edukacja;marzenia,0,0
Wish Dragon,Chris Appelhans,2021,Dla dzieci i rodziny;Komedie,Jimmy Wong;John Cho;Constance Wu;Will Yun Lee;Bobby Lee;Jimmy O. Yang;Ian Chen;magia;przyjaźń;przygoda;marzenia;chińska kultura;fantasy;humor,0,0
Dom strachów 2,Michael Tiddes,2014,Komedie;Horrory,Marlon Wayans;Jaime Pressly;Essence Atkins;Affion Crockett;Hayes MacArthur;Rick Overton;Ashley Rickards;Cedric the Entertainer;Dave Sheridan;Missi Pyle;Gabriel Iglesias;horror;komedia;duchy;straszne;przygoda;dom;zabawa,0,0
Ślepe skrzyżowania,Lara Saba,2012,Dramaty;Filmy międzynarodowe,Alaa Hammoud;Ghida Nouri;Carole Hajj;Chadi Haddad;Leila Hakim;Charbel Ziade;Nibal Arakji;Caroline Hatem;Josyane Boulos;Mario Bassil;miłość;dramat;społeczność;kultura;związki;przyjaźń,0,0
Siostry Camellia,Bao Nhan;Namcito,2021,Dramaty;Filmy międzynarodowe,Le Khanh;Kaity Nguyen;Hong Van;Khuong Le;Hoang Dung;Anh Dung;Si Nguyen;Huyng Kien An;rodzina;kobiety;przyjaźń;kultura;dramat;społeczność;emocje,0,0
Kopenhaga,Mark Raso,2014,Dramaty;Filmy niezależne;Romantyczne,Gethin Anthony;Frederikke Dahl Hansen;Sebastian Armesto;Olivia Grant;Baard Owe;Mille Dinesen;Martin Hestbæk;Tamzin Merchant;romans;dramat;miłość;przyjaźń;społeczność;dylematy;rodzina,0,0
Do północy,Tariq Alkazim,2019,Filmy międzynarodowe;Thrillery,Ahmad Khamis Ali;Chuka Ekweogwu;Heba Al Hamwi;Rik Aby;Merouane Ali;Khalid Al Suwaidi;Saeed Arjumand;thriller;zagrożenie;emocje;przestępstwo;akcja;kryminal,0,0
Obudź się,Mark Raso,2021,Dramaty;Thrillery,Gina Rodriguez;Ariana Greenblatt;Frances Fisher;Jennifer Jason Leigh;Barry Pepper;Shamier Anderson;Finn Jones;Lucius Hoyos;Gil Bellows;psychologia;dramat;zagrożenie;thriller;emocje;rodzina;przestępstwo,0,0
Confusion Na Wa,Kenneth Gyang,2013,Komedie;Dramaty;Filmy międzynarodowe,Ramsey Nouah;OC Ukeje;Ali Nuhu;Tunde Aladese;Gold Ikponmwosa;Tony Goodman;Nathaniel Deme;Yanchat Sankey;Lisa Pam Tok;Toyin Alabi;kultura;komedia;dramat;społeczność;romans;przyjaźń;Nigeria;życie codzienne,0,0
Tragiczna dżungla,Yulene Olaizola,2021,Dramaty;Filmy niezależne;Filmy międzynarodowe,Indira Andrewin;Gilberto Barraza;Gabino Rodríguez;Eligio Meléndez;Mariano Tun Xool;Dale Carley;José Alfredo González Dzul;Eliseo Mancilla De La Cruz;dżungla;przyroda;dramat;przemoc;społeczność;kultura;przetrwanie,0,0
Akademia wampirów,Mark Waters,2014,Przygodowe i akcji;Komedie;Sci-Fi i fantasy,Zoey Deutch;Lucy Fry;Danila Kozlovsky;Gabriel Byrne;Dominic Sherwood;Sarah Hyland;Sami Gayle;wampiry;fantasy;akcja;przyjaźń;romans;szkoła;komedia;magia,0,0
Prywatna wojna,Matthew Heineman,2018,Dramaty;Filmy niezależne,Rosamund Pike;Jamie Dornan;Tom Hollander;Stanley Tucci;Nikki Amuka-Bird;Faye Marsay;Greg Wise;Corey Johnson;Raad Rawi;Jesuthasan Antonythasan;wojna;reportaż;dziennikarstwo;dramat;akcja;życie;ryzyko;fotoreportaż,0,0
Small Chops,Robert Peters,2020,Dramaty;Filmy międzynarodowe;Romantyczne,Chika Ike;Max Cavenham;Nkem Owoh;Nse Ikpe-Etim;Toyin Abraham;Eucharia Anunobi;Sophie Alakija;Hafis Ayetoro;Omotunde Adebowale David;romans;dramat;kultura;Nigeria;społeczność;życie codzienne,0,0
Przełamywanie granic: Nauka o naszej planecie,Jonathan Clay,2021,Dokumentalne,David Attenborough;Johan Rockström;nauka;planeta;środowisko;ekologia;edukacja;przyroda;zmiany klimatyczne,0,0
Kominek 4K: Klasyczny trzaskający kominek do domu,George Ford,2015,Filmy,kominek;relaksacja;dom;ognisko;przytulność;atmosfera,0,0
Kominek 4K: Trzaskający brzozowy kominek do domu,George Ford,2015,Filmy,kominek;brzoza;relaksacja;dom;ognisko;przytulność;atmosfera,0,0
Słodko-Gorzko,Lee Kae-byeok,2021,Komedia;Filmy Międzynarodowe;Romans,Jang Ki-yong;Chae Soo-bin;Jung Soo-jung;romans;miłość;komedia romantyczna;związki;dramat obyczajowy;przyjaźń;życie codzienne;międzykulturowe;relacje,0,0
W szalonym rytmie,Jayan Moodley,2021,Komedia;Filmy Międzynarodowe;Romans,Jailoshini Naidoo;Maeshni Naicker;Madhushan Singh;Mishqah Parthiephal;Koobeshan Naidoo;Yugan Naidoo;Mariam Bassa;Uraysha Ramrachia;romans;przyjaźń;humor;relacje rodzinne;komedia romantyczna;kultura indyjska;miłość;zabawa;komedia obyczajowa,0,0
Xtreme,Daniel Benmayor,2021,Akcja;Przygoda;Filmy Międzynarodowe,Teo García;Óscar Jaenada;Óscar Casas;Andrea Duro;Sergio Peris-Mencheta;Alberto Jo Lee;Luis Zahera;Andrés Herrera;Nao Albet;César Bandera;Isa Montalbán;akcja;przygoda;sport ekstremalny;adrenalina;rywalizacja;walka;team;misja;zagrożenie;niebezpieczeństwo,0,0
Alan Saldaña: W zamknięciu,Alex Díaz,2021,Stand-Up Comedy,Alan Saldaña;komedia;stand-up;humor;improwizacja;satira;społeczeństwo;kultura;żarty,0,0
Dancing Queens,Helena Bergström,2021,Komedia;Dramat;Filmy Międzynarodowe,Molly Nutley;Fredrik Quiñones;Marie Göranzon;Mattias Nordkvist;Claes Malmberg;Christopher Wollter;Emil Almén;Razmus Nyström;André Christenson;Louie Indriana;Max Ulveson;taniec;komedia;dramat;przyjaźń;miłość;przygotowania sceniczne;rywalizacja;życie artystyczne;kobiety;rozrywka;performance,0,0
Od stresu do szczęścia,Alejandro De Grazia;Juan Stadler,2020,Dokument;Filmy Międzynarodowe,zdrowie psychiczne;wellness;samopoczucie;medytacja;relaks;psychologia;rozwój osobisty;pokonywanie stresu;szczęście,0,0
Myriam Fares: Podróż,Myriam Fares,2021,Dokument;Filmy Międzynarodowe;Muzyka i Musicale,Myriam Fares;koncert;muzyka;gwiazda;podróż artystyczna;biografia;performance;piosenki;pop;kultura muzyczna,0,0
Dziewczyna i broń,Rae Red,2019,Dramat;Filmy Międzynarodowe;Thriller,Janine Gutierrez;Felix Roco;JC Santos;Elijah Canlas;Sky Teotico;Archi Adamos;Allan Paule;Ruby Ruiz;Bie Ruaro;Jess Mendoza;thriller;dramat;miłość;przemoc;broń;akcja;zdrada;emocje;relacje,0,0
2 Serca,Lance Hool,2020,Dramat;Wiara i duchowość;Romans,Jacob Elordi;Adan Canto;Radha Mitchell;Tiera Skovbye;Kari Matchett;Tahmoh Penikett;romans;miłość;dramat;duchowość;wyznanie wiary;przeznaczenie;emocje;relacje,0,0
Idealne zakończenie,Nicole Conn,2012,Dramat;Filmy niezależne;LGBTQ,Barbara Niven;Jessica Clark;John Heard;Morgan Fairchild;Kerry Knuppe;Imelda Corcoran;Mary Jane Wells;Rebecca Staab;Michael Adam Hamilton;Bryan Jackson;Bryan Mordechai Jackson;LGBTQ;miłość;romans;dramat;seksualność;kobiety;związki;akceptacja;emocje;relacje,0,0
Amerykańscy bandyci,Les Mayfield,2001,Akcja;Przygoda,Colin Farrell;Scott Caan;Ali Larter;Gabriel Macht;Gregory Smith;Harris Yulin;Kathy Bates;Timothy Dalton;Ty O'Neal;Will McCormack;Ronny Cox;Terry O'Quinn;Muse Watson;Joe Stevens;Barry Tubb;western;bandyci;rabunek;przygoda;pościg;akcja;strzelanina;spiski;społeczeństwo;prawo;emocje,0,0
A potem przyszła Lola,Ellen Seidler;Megan Siler,2009,Komedia;Filmy niezależne;LGBTQ,Ashleigh Sumner;Jill Bennett;Cathy DeBuono;Jessica Graham;Angelyna Martinez;Candy Tolentino;Linda Ignazi;Jenoa Harlow;Lisa Dewey;Kathy Domenici;komedia;romans;LGBTQ;miłość;przyjaźń;życie codzienne;zabawa;humor;relacje,0,0
Pole bitwy Ziemia,Roger Christian,2000,Akcja;Przygoda;Filmy kultowe;Sci-Fi i Fantastyka,John Travolta;Barry Pepper;Forest Whitaker;Kim Coates;Sabine Karsenti;Richard Tyson;Kelly Preston;Michael MacRae;Shaun Austin-Olsen;Tim Post;Michael Byrne;sci-fi;fantastyka;akcja;przygoda;kosmos;obcy;inwazja;wojna;przetrwanie;technologia,0,0
Czarne dziury | Krawędź wszystkiego,Peter Galison,2021,Dokument,Nauka;kosmos;czarne dziury;fizyka;astrofizyka;wszechświat;odkrycia;dokumentalne;edukacja,0,0
Błogość,Lance Young,1997,Dramat;Romans,Craig Sheffer;Sheryl Lee;Terence Stamp;Casey Siemaszko;Spalding Gray;Lois Chiles;Blu Mankuma;Ken Camroux-Taylor;Eli Gabay;Molly Parker;romans;miłość;dramat;psychologia;emocje;relacje;trauma;przeznaczenie,0,0
Karnawał,Leandro Neri,2021,Komedia;Filmy Międzynarodowe;Muzyka i Musicale,Giovana Cordeiro;Gkay;Bruna Inocencio;Samya Pascotto;Flavia Pavanelli;Micael Borges;Jean Pedro;Rafael Medrado;Nikolas Antunes;Stella Miranda;muzyka;komedia;przyjaźń;zabawa;karnawał;przygotowania;performance;taneczne show;fiesta;uczucia;emocje,0,0
Burza chmur,Thom Fitzgerald,2011,Komedia;Dramat;Filmy niezależne,Olympia Dukakis;Ryan Doucette;Brenda Fricker;Kristin Booth;Michael McPhee;John Dunsworth;Jeremy Akerman;Mary-Colin Chisholm;Kevin Kincaid;komedia;dramat;przyjaźń;rodzina;relacje;humor;emocje;życie codzienne,0,0
Company of Heroes,Don Michael Paul,2013,Akcja;Przygoda;Dramat,Tom Sizemore;Chad Michael Collins;Vinnie Jones;Dimitri Diatchenko;Neal McDonough;Jürgen Prochnow;Sam Spruell;Richard Sammel;Philip Rham;Alastair Mackenzie;wojna;akcja;przygoda;misja;wojskowy;team;przyjaźń;braterstwo;ryzyko;dramat,0,0
Kołyska 2 grobu,Andrzej Bartkowiak,2003,Akcja;Przygoda,Jet Li;DMX;Anthony Anderson;Kelly Hu;Tom Arnold;Mark Dacascos;Gabrielle Union;Michael Jace;Drag-On;Paige Hurd;akcja;walka;przestępczość;zabójstwo;adrenalina;przygoda;przemoc;honor;walka o życie,0,0
Domowe niepokoje,Harold Becker,2001,Thriller,John Travolta;Vince Vaughn;Teri Polo;Matt O'Leary;Ruben Santiago-Hudson;Susan Floyd;Angelica Page;Steve Buscemi;Chris Ellis;thriller;dramat;przemoc;rodzina;zagrożenie;intryga;emocje;relacje,0,0
Marzyciel/Zabójca,Andrew Jenks,2015,Dokument,Bill Ferguson;Ryan Ferguson;sprawy sądowe;dokument;true crime;przestępstwo;niewinność;walka o sprawiedliwość,0,0
Przestępca,Ric Roman Waugh,2008,Akcja;Przygoda;Dramat,Stephen Dorff;Val Kilmer;Harold Perrineau;Marisol Nichols;Anne Archer;Nick Chinlund;Nate Parker;Johnny Lewis;Sam Shepard;Jake Walker;Joey Villasenor;Antonio Leyba;Mike Seal;Richard Caruso;Kevin Wiggins;Larnell Stovall;Mara Holguin;Elton Walker;Brittany Perrineau;Esodie Geiger;Jermaine Washington;Greg Serano;Brian Keith Gamble;Mark Sivertsen;Carrie Fleming;Adam Taylor;Chris Browning;John Koyama;Shawn Prince;Christopher Dempsey;Cynthia Ruffin;akcja;przestępstwo;dramat;więzienie;przemoc;walka;napad;spisek;przeżycie,0,0
